0.0,0.29209182
0.0,0.29209122
0.0,0.292091
0.0,0.2920908
0.0,0.2920908
0.0,0.29209042
0.0,0.2920902
0.0,0.29208964
0.0,0.29208964
0.0,0.29208964
0.0,0.29208985
0.0,0.29208985
0.0,0.29208985
0.0,0.292091
0.0,0.292091
0.0,0.2920916
0.0,0.29209337
0.0,0.29209498
0.0,0.29209554
0.0,0.29209575
0.0,0.2920999
0.0,0.292106
0.0,0.29210797
1.0,0.76665586
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
1.0,0.76665604
0.0,0.29209182
0.0,0.29209122
0.0,0.29209122
0.0,0.2920908
0.0,0.29209042
0.0,0.2920902
0.0,0.2920902
0.0,0.2920902
0.0,0.29209003
0.0,0.29208985
0.0,0.29208985
0.0,0.29208964
0.0,0.29208985
0.0,0.29208985
0.0,0.29208985
0.0,0.2920902
0.0,0.2920908
0.0,0.2920914
0.0,0.29209378
0.0,0.29209477
