-0.77455,-0.76953,-0.77064,-0.76422,-0.75438,-0.74287,-0.73091,-0.71683,-0.70163,-0.68764,-0.6854,-0.6898,-0.69126,-0.68118,-0.6608,-0.63277,-0.59727,-0.55719,-0.51253,-0.4651,-0.41625,-0.36535,-0.31507,-0.26234,-0.21347,-0.17359,-0.12189,-0.07473,-0.034563,-0.0030021,0.0054092,0.014143,0.023383,0.047345,0.084397,0.12397,0.15914,0.20473,0.25867,0.3176,0.36848,0.41359,0.46427,0.51175,0.55014,0.57865,0.61749,0.65026,0.67593,0.69342,0.69914,0.71237,0.72283,0.73712,0.75351,0.76567,0.76525,0.76989,0.77826,0.78917,0.79043,0.78508,0.78609,0.78039,0.77051,0.7588,0.74553,0.73043,0.71547,0.70309,0.7011,0.70585,0.70644,0.69553,0.67428,0.64559,0.60949,0.56886,0.52326,0.47462,0.42517,0.37475,0.32473,0.27237,0.22337,0.18316,0.13193,0.084434,0.043906,0.013638,0.0064083,-0.0027901,-0.013274,-0.038351,-0.076267,-0.11685,-0.15232,-0.19798,-0.25182,-0.31065,-0.36184,-0.40663,-0.45741,-0.50497,-0.54353,-0.57169,-0.61003,-0.64275,-0.66831,-0.68541,-0.69047,-0.70374,-0.7143,-0.72864,-0.74495,-0.7571,-0.75648,-0.7613,-0.76941,-0.77997,0,1,0
-0.78169,-0.77617,-0.77668,-0.77062,-0.76066,-0.74886,-0.73676,-0.72249,-0.70694,-0.69384,-0.69145,-0.69571,-0.69611,-0.68526,-0.66396,-0.63525,-0.59922,-0.55854,-0.51369,-0.46584,-0.41683,-0.36576,-0.31512,-0.26253,-0.21305,-0.17291,-0.12154,-0.073866,-0.033259,-0.0025311,0.0049902,0.014139,0.024202,0.048699,0.086158,0.12685,0.16199,0.20734,0.26092,0.31965,0.3712,0.41584,0.46612,0.51376,0.55253,0.58098,0.61924,0.65226,0.67798,0.69572,0.70052,0.71398,0.72436,0.73862,0.75487,0.76784,0.76717,0.77138,0.77951,0.79008,0.79217,0.7864,0.78693,0.7817,0.77188,0.76003,0.74685,0.73171,0.71655,0.70381,0.70166,0.70608,0.70696,0.69662,0.67563,0.6472,0.61141,0.5708,0.52556,0.47685,0.42748,0.37717,0.32702,0.27494,0.22552,0.18508,0.13448,0.086667,0.045869,0.014181,0.0074032,-0.0025352,-0.012323,-0.036568,-0.073868,-0.1149,-0.14992,-0.19514,-0.24857,-0.30726,-0.35927,-0.40379,-0.45437,-0.50223,-0.54146,-0.56984,-0.60767,-0.64083,-0.66657,-0.68471,-0.68919,-0.70287,-0.71324,-0.72742,-0.74359,-0.7566,-0.75591,-0.76045,-0.76852,-0.77897,0,1,0
-0.78162,-0.77595,-0.77616,-0.77068,-0.76093,-0.74914,-0.7371,-0.723,-0.70736,-0.69379,-0.69127,-0.69523,-0.6961,-0.68596,-0.66507,-0.63672,-0.60112,-0.5605,-0.51605,-0.46823,-0.41931,-0.36838,-0.3176,-0.26525,-0.21532,-0.17492,-0.12413,-0.076112,-0.035177,-0.0030771,0.0040139,0.013892,0.023352,0.047107,0.083996,0.12518,0.15989,0.20485,0.25801,0.3166,0.36902,0.41339,0.46346,0.51146,0.55087,0.57963,0.61732,0.65082,0.67674,0.6954,0.69969,0.71348,0.72374,0.73786,0.75401,0.7678,0.76709,0.77099,0.77906,0.7895,0.79254,0.78656,0.78677,0.78205,0.77245,0.76062,0.74755,0.7325,0.71719,0.70405,0.70177,0.70587,0.70718,0.69745,0.67684,0.64867,0.61331,0.57274,0.52791,0.47918,0.42981,0.37965,0.32938,0.27753,0.22768,0.18688,0.13694,0.088793,0.047665,0.014756,0.0082398,-0.0023122,-0.011534,-0.03511,-0.071846,-0.1134,-0.14802,-0.19285,-0.24586,-0.30441,-0.35728,-0.40152,-0.45187,-0.5,-0.53993,-0.56866,-0.60585,-0.63949,-0.66545,-0.68445,-0.6885,-0.70242,-0.71268,-0.72671,-0.7428,-0.7566,-0.75589,-0.76011,-0.76812,-0.77843,0,1,0
-0.91678,-0.91535,-0.91282,-0.9083,-0.90098,-0.89253,-0.88137,-0.86821,-0.85256,-0.83483,-0.81635,-0.79602,-0.77544,-0.75193,-0.72715,-0.69871,-0.66846,-0.63691,-0.60285,-0.56792,-0.52905,-0.49112,-0.45911,-0.41448,-0.37235,-0.33546,-0.30078,-0.2637,-0.21071,-0.16021,-0.11328,-0.069417,-0.031666,-0.0041736,0.029744,0.070821,0.11734,0.1583,0.19493,0.23885,0.28062,0.31735,0.34599,0.38559,0.42008,0.44813,0.47138,0.49495,0.53233,0.56508,0.59279,0.61633,0.63277,0.63655,0.64505,0.6578,0.67374,0.68252,0.68514,0.69359,0.6971,0.69562,0.69242,0.68737,0.67955,0.67059,0.65914,0.64555,0.62964,0.61155,0.59287,0.57227,0.55082,0.52723,0.5025,0.47419,0.44393,0.41211,0.37859,0.34363,0.30492,0.26684,0.23488,0.1911,0.1493,0.11218,0.077373,0.040551,-0.012296,-0.062878,-0.10979,-0.15358,-0.19155,-0.21874,-0.2523,-0.29271,-0.33859,-0.37956,-0.41621,-0.46015,-0.50209,-0.53903,-0.56792,-0.60688,-0.64145,-0.66948,-0.69272,-0.7156,-0.7528,-0.78569,-0.81358,-0.83721,-0.85411,-0.85791,-0.86634,-0.87913,-0.8951,-0.90443,-0.90707,-0.9159,1,0,0
-0.91947,-0.91775,-0.91481,-0.91015,-0.90261,-0.89381,-0.88272,-0.86929,-0.85371,-0.83581,-0.81736,-0.79696,-0.77646,-0.75303,-0.72831,-0.70015,-0.66993,-0.63866,-0.60477,-0.56993,-0.53151,-0.49343,-0.46154,-0.41766,-0.37543,-0.33851,-0.30405,-0.2678,-0.21531,-0.16475,-0.11786,-0.074073,-0.035757,-0.008695,0.024738,0.065238,0.11144,0.15295,0.18911,0.23265,0.27456,0.31169,0.34033,0.37947,0.41433,0.44256,0.46605,0.489,0.52636,0.5594,0.58745,0.61118,0.62858,0.63237,0.64067,0.65344,0.66934,0.67909,0.68163,0.68993,0.69409,0.69303,0.68997,0.68527,0.67774,0.66887,0.65791,0.64444,0.62892,0.61102,0.59259,0.57216,0.55099,0.52763,0.50306,0.47517,0.44502,0.41339,0.38018,0.3453,0.307,0.2687,0.23668,0.19355,0.15157,0.11427,0.079524,0.043322,-0.0091925,-0.059996,-0.10704,-0.15095,-0.18972,-0.21672,-0.25002,-0.29005,-0.33576,-0.37745,-0.41376,-0.45745,-0.49964,-0.53712,-0.56625,-0.6047,-0.63972,-0.668,-0.69152,-0.71389,-0.75098,-0.78418,-0.81234,-0.83615,-0.85395,-0.85774,-0.86589,-0.87861,-0.89443,-0.9046,-0.90703,-0.91557,1,0,0
-0.77455,-0.76953,-0.77064,-0.76422,-0.75438,-0.74287,-0.73091,-0.71683,-0.70163,-0.68764,-0.6854,-0.6898,-0.69126,-0.68118,-0.6608,-0.63277,-0.59727,-0.55719,-0.51253,-0.4651,-0.41625,-0.36535,-0.31507,-0.26234,-0.21347,-0.17359,-0.12189,-0.07473,-0.034563,-0.0030021,0.0054092,0.014143,0.023383,0.047345,0.084397,0.12397,0.15914,0.20473,0.25867,0.3176,0.36848,0.41359,0.46427,0.51175,0.55014,0.57865,0.61749,0.65026,0.67593,0.69342,0.69914,0.71237,0.72283,0.73712,0.75351,0.76567,0.76525,0.76989,0.77826,0.78917,0.79043,0.78508,0.78609,0.78039,0.77051,0.7588,0.74553,0.73043,0.71547,0.70309,0.7011,0.70585,0.70644,0.69553,0.67428,0.64559,0.60949,0.56886,0.52326,0.47462,0.42517,0.37475,0.32473,0.27237,0.22337,0.18316,0.13193,0.084434,0.043906,0.013638,0.0064083,-0.0027901,-0.013274,-0.038351,-0.076267,-0.11685,-0.15232,-0.19798,-0.25182,-0.31065,-0.36184,-0.40663,-0.45741,-0.50497,-0.54353,-0.57169,-0.61003,-0.64275,-0.66831,-0.68541,-0.69047,-0.70374,-0.7143,-0.72864,-0.74495,-0.7571,-0.75648,-0.7613,-0.76941,-0.77997,0,1,0
-0.78169,-0.77617,-0.77668,-0.77062,-0.76066,-0.74886,-0.73676,-0.72249,-0.70694,-0.69384,-0.69145,-0.69571,-0.69611,-0.68526,-0.66396,-0.63525,-0.59922,-0.55854,-0.51369,-0.46584,-0.41683,-0.36576,-0.31512,-0.26253,-0.21305,-0.17291,-0.12154,-0.073866,-0.033259,-0.0025311,0.0049902,0.014139,0.024202,0.048699,0.086158,0.12685,0.16199,0.20734,0.26092,0.31965,0.3712,0.41584,0.46612,0.51376,0.55253,0.58098,0.61924,0.65226,0.67798,0.69572,0.70052,0.71398,0.72436,0.73862,0.75487,0.76784,0.76717,0.77138,0.77951,0.79008,0.79217,0.7864,0.78693,0.7817,0.77188,0.76003,0.74685,0.73171,0.71655,0.70381,0.70166,0.70608,0.70696,0.69662,0.67563,0.6472,0.61141,0.5708,0.52556,0.47685,0.42748,0.37717,0.32702,0.27494,0.22552,0.18508,0.13448,0.086667,0.045869,0.014181,0.0074032,-0.0025352,-0.012323,-0.036568,-0.073868,-0.1149,-0.14992,-0.19514,-0.24857,-0.30726,-0.35927,-0.40379,-0.45437,-0.50223,-0.54146,-0.56984,-0.60767,-0.64083,-0.66657,-0.68471,-0.68919,-0.70287,-0.71324,-0.72742,-0.74359,-0.7566,-0.75591,-0.76045,-0.76852,-0.77897,0,1,0
-0.78162,-0.77595,-0.77616,-0.77068,-0.76093,-0.74914,-0.7371,-0.723,-0.70736,-0.69379,-0.69127,-0.69523,-0.6961,-0.68596,-0.66507,-0.63672,-0.60112,-0.5605,-0.51605,-0.46823,-0.41931,-0.36838,-0.3176,-0.26525,-0.21532,-0.17492,-0.12413,-0.076112,-0.035177,-0.0030771,0.0040139,0.013892,0.023352,0.047107,0.083996,0.12518,0.15989,0.20485,0.25801,0.3166,0.36902,0.41339,0.46346,0.51146,0.55087,0.57963,0.61732,0.65082,0.67674,0.6954,0.69969,0.71348,0.72374,0.73786,0.75401,0.7678,0.76709,0.77099,0.77906,0.7895,0.79254,0.78656,0.78677,0.78205,0.77245,0.76062,0.74755,0.7325,0.71719,0.70405,0.70177,0.70587,0.70718,0.69745,0.67684,0.64867,0.61331,0.57274,0.52791,0.47918,0.42981,0.37965,0.32938,0.27753,0.22768,0.18688,0.13694,0.088793,0.047665,0.014756,0.0082398,-0.0023122,-0.011534,-0.03511,-0.071846,-0.1134,-0.14802,-0.19285,-0.24586,-0.30441,-0.35728,-0.40152,-0.45187,-0.5,-0.53993,-0.56866,-0.60585,-0.63949,-0.66545,-0.68445,-0.6885,-0.70242,-0.71268,-0.72671,-0.7428,-0.7566,-0.75589,-0.76011,-0.76812,-0.77843,0,1,0
-0.78194,-0.77615,-0.77604,-0.77101,-0.76152,-0.74973,-0.73764,-0.72378,-0.70805,-0.69407,-0.69141,-0.69502,-0.69631,-0.68676,-0.66629,-0.63815,-0.60303,-0.56245,-0.51833,-0.47057,-0.42163,-0.37091,-0.32001,-0.26785,-0.21751,-0.17673,-0.12659,-0.078267,-0.036993,-0.003675,0.0031359,0.013658,0.022578,0.045662,0.081962,0.12366,0.15798,0.20253,0.25529,0.31371,0.367,0.4111,0.46093,0.50923,0.54929,0.57843,0.61544,0.64944,0.67558,0.6951,0.69905,0.71301,0.72318,0.73712,0.75319,0.76772,0.76706,0.77064,0.77865,0.78895,0.79288,0.78674,0.78664,0.78234,0.77302,0.76123,0.74819,0.7333,0.71785,0.70432,0.7019,0.70561,0.70738,0.6982,0.67805,0.65007,0.61522,0.5747,0.53026,0.48155,0.43209,0.38216,0.33179,0.28012,0.22987,0.18868,0.1394,0.090959,0.049495,0.015437,0.0089757,-0.0021062,-0.010757,-0.033686,-0.069813,-0.11187,-0.14611,-0.19052,-0.24314,-0.30151,-0.35527,-0.39922,-0.44933,-0.49769,-0.53834,-0.56748,-0.60395,-0.63811,-0.66431,-0.6841,-0.68792,-0.70192,-0.71213,-0.72596,-0.742,-0.75651,-0.75587,-0.75976,-0.7677,-0.7779,0,1,0
-0.78222,-0.77634,-0.77593,-0.77129,-0.76207,-0.75035,-0.73815,-0.72454,-0.70876,-0.69439,-0.69156,-0.69477,-0.69652,-0.68748,-0.66751,-0.63954,-0.60494,-0.56444,-0.52058,-0.47294,-0.4239,-0.37344,-0.32245,-0.27045,-0.21972,-0.17854,-0.12905,-0.080437,-0.038842,-0.0043853,0.0023691,0.013432,0.021824,0.044279,0.079937,0.12214,0.15609,0.20021,0.25258,0.31081,0.36501,0.40883,0.4584,0.50693,0.54768,0.57724,0.61351,0.64805,0.67444,0.69471,0.69854,0.7125,0.72264,0.73636,0.7524,0.76757,0.76705,0.77031,0.77822,0.78843,0.79319,0.78693,0.78653,0.78261,0.77357,0.76186,0.74876,0.7341,0.71856,0.70461,0.70204,0.7053,0.70757,0.69888,0.67926,0.65145,0.61712,0.5767,0.53258,0.48393,0.43435,0.38466,0.33422,0.2827,0.23208,0.1905,0.14187,0.093145,0.051355,0.016229,0.0095752,-0.0019301,-0.010009,-0.032315,-0.067796,-0.11033,-0.14422,-0.1882,-0.24044,-0.2986,-0.35327,-0.39696,-0.44679,-0.49538,-0.53672,-0.56629,-0.60202,-0.63671,-0.66316,-0.68368,-0.6875,-0.70138,-0.7116,-0.72519,-0.74121,-0.75635,-0.75586,-0.75944,-0.76728,-0.77738,0,1,0
-0.78249,-0.77655,-0.77583,-0.77158,-0.7626,-0.75098,-0.73867,-0.7253,-0.70951,-0.69473,-0.69173,-0.69445,-0.69672,-0.68812,-0.66871,-0.64094,-0.60684,-0.56644,-0.52279,-0.47532,-0.42619,-0.37597,-0.32492,-0.27306,-0.22194,-0.18036,-0.13154,-0.082624,-0.04071,-0.0052196,0.0017259,0.013221,0.021092,0.042939,0.077933,0.12057,0.15422,0.19788,0.2499,0.30791,0.363,0.40657,0.45588,0.5046,0.54603,0.57604,0.61156,0.64664,0.6733,0.69424,0.6982,0.71195,0.72211,0.73558,0.75162,0.76736,0.76706,0.77002,0.77779,0.78791,0.79347,0.78713,0.78644,0.78291,0.77407,0.76251,0.74932,0.7349,0.71929,0.70493,0.7022,0.70493,0.70776,0.69948,0.68045,0.65286,0.61901,0.57871,0.53487,0.48635,0.43663,0.38714,0.33668,0.28531,0.23429,0.19235,0.14436,0.095335,0.053242,0.017161,0.010009,-0.001778,-0.0092892,-0.030982,-0.065793,-0.10873,-0.14237,-0.18587,-0.23778,-0.29569,-0.35125,-0.39472,-0.44425,-0.49306,-0.53507,-0.56509,-0.60008,-0.63529,-0.66203,-0.68315,-0.68725,-0.70081,-0.71109,-0.72441,-0.74043,-0.75615,-0.75586,-0.75915,-0.76685,-0.77687,0,1,0
-0.78277,-0.77676,-0.77577,-0.77189,-0.76308,-0.75164,-0.73922,-0.72603,-0.71028,-0.69509,-0.69191,-0.69407,-0.6969,-0.6887,-0.6699,-0.64236,-0.60871,-0.56847,-0.52494,-0.47771,-0.4285,-0.37847,-0.3274,-0.2757,-0.22417,-0.18221,-0.13405,-0.084821,-0.042604,-0.0061952,0.0012395,0.013043,0.020393,0.04162,0.07595,0.11893,0.1524,0.19557,0.24726,0.30501,0.36096,0.40435,0.45336,0.50228,0.54433,0.57484,0.60962,0.6452,0.67216,0.69366,0.69803,0.71137,0.72161,0.73481,0.75085,0.7671,0.76706,0.76975,0.77734,0.78741,0.79374,0.78733,0.78638,0.78323,0.77453,0.76316,0.7499,0.73569,0.72005,0.70525,0.70238,0.70452,0.70792,0.70004,0.68163,0.65429,0.62087,0.58075,0.53711,0.48877,0.43894,0.38959,0.33915,0.28795,0.2365,0.19422,0.14688,0.097533,0.055149,0.018222,0.010315,-0.0016289,-0.0086014,-0.029662,-0.063814,-0.10705,-0.14055,-0.18355,-0.23517,-0.29279,-0.34918,-0.39252,-0.44171,-0.49073,-0.53336,-0.56389,-0.59814,-0.63384,-0.66089,-0.68251,-0.68712,-0.70022,-0.71059,-0.72366,-0.73966,-0.75588,-0.75586,-0.75888,-0.76639,-0.77638,0,1,0
-0.78304,-0.77696,-0.77571,-0.77224,-0.76349,-0.7523,-0.73981,-0.72672,-0.71108,-0.69549,-0.69209,-0.69365,-0.69706,-0.68927,-0.67107,-0.6438,-0.61056,-0.57052,-0.52702,-0.48011,-0.43085,-0.38095,-0.3299,-0.27837,-0.22639,-0.18407,-0.1366,-0.087018,-0.044517,-0.0073323,0.0009058,0.012887,0.019727,0.04031,0.073996,0.11722,0.15061,0.19326,0.24466,0.3021,0.35887,0.40216,0.45084,0.49995,0.54259,0.57361,0.60768,0.64372,0.67102,0.69294,0.69793,0.71079,0.72112,0.73407,0.75007,0.76676,0.76706,0.76951,0.77687,0.78691,0.79401,0.78752,0.78632,0.78358,0.77491,0.76383,0.75051,0.73644,0.72084,0.70562,0.70256,0.7041,0.70805,0.70062,0.68277,0.65574,0.62269,0.58281,0.53928,0.4912,0.44129,0.39201,0.34163,0.29061,0.23871,0.19612,0.14943,0.099724,0.057079,0.01945,0.010557,-0.001459,-0.0079464,-0.028356,-0.061864,-0.10528,-0.13879,-0.18124,-0.23258,-0.2899,-0.34706,-0.39035,-0.43918,-0.48841,-0.5316,-0.56266,-0.59621,-0.63235,-0.65976,-0.68174,-0.68705,-0.69965,-0.7101,-0.72293,-0.73889,-0.75554,-0.75586,-0.75863,-0.76591,-0.77589,0,1,0
-0.7833,-0.77715,-0.77568,-0.77262,-0.76386,-0.75296,-0.74043,-0.72736,-0.71191,-0.69595,-0.69228,-0.69326,-0.69718,-0.68986,-0.67219,-0.64526,-0.61236,-0.57258,-0.52907,-0.48249,-0.43322,-0.38337,-0.3324,-0.28104,-0.22861,-0.18595,-0.13917,-0.089213,-0.046452,-0.008622,0.00065898,0.012718,0.019104,0.039014,0.072069,0.11541,0.14887,0.19096,0.2421,0.29921,0.35673,0.40003,0.44834,0.49763,0.54079,0.57236,0.60574,0.64221,0.66988,0.69211,0.69786,0.71022,0.72063,0.73335,0.7493,0.76632,0.76706,0.76929,0.77638,0.78643,0.79425,0.7877,0.78628,0.78395,0.77525,0.76449,0.75115,0.73716,0.72164,0.70608,0.70274,0.7037,0.70814,0.7012,0.68387,0.65721,0.62446,0.58487,0.54138,0.49363,0.44368,0.39436,0.34411,0.29328,0.24091,0.19802,0.15201,0.10191,0.059019,0.020857,0.010785,-0.0012662,-0.0073323,-0.027061,-0.059955,-0.1034,-0.13707,-0.17894,-0.23001,-0.28701,-0.34489,-0.38824,-0.43666,-0.4861,-0.52977,-0.56142,-0.59428,-0.63081,-0.65862,-0.68085,-0.68697,-0.69909,-0.70961,-0.72222,-0.73811,-0.7551,-0.75584,-0.75841,-0.76543,-0.7754,0,1,0
